Call  Failure,Complains,Subscription  Length,Charge  Amount,Seconds of Use,Frequency of use,Frequency of SMS,Distinct Called Numbers,Age Group,Tariff Plan,Status,Age,Customer Value,Churn,Customer Value_to_Use_Freq,Seconds_Used_To_freq
15.0,0.0,35.0,5.506072783915396,9725.0,82.0,0.0,42.0,4.0,1.0,1,45.0,245.175,0.0,2.989939024390244,118.59756097560975
29.419593208926564,0.0,34.0,5.0,17066.185742052694,241.70055817253422,15.0,75.16185358381713,2.0,2.0,1,25.0,848.025,0.0,3.3255882352941177,67.01960784313725
28.0,0.0,35.0,0.0,1260.0,53.0,23.0,19.0,3.0,1.0,2,30.0,144.52,1.0,2.726792452830189,23.77358490566038
3.0,0.0,36.0,0.0,1780.0,50.0,70.0,24.0,4.0,1.0,2,45.0,220.75,0.0,4.415,35.6
12.0,0.0,41.0,3.0,4935.0,95.0,41.0,31.0,4.0,1.0,1,45.0,228.25,0.0,2.4026315789473682,51.94736842105263
0.0,0.0,37.0,0.0,685.0,13.0,0.0,8.0,2.0,1.0,2,25.0,31.41,0.0,2.416153846153846,52.69230769230769
14.0,0.0,29.0,0.0,815.0,30.0,8.0,6.0,3.0,1.0,2,30.0,65.8,0.0,2.1933333333333334,27.166666666666668
20.0,0.0,31.0,0.0,895.0,44.0,11.0,15.0,2.0,1.0,2,25.0,91.755,1.0,2.085340909090909,20.34090909090909
6.0,0.0,36.0,1.0,3145.0,28.0,7.0,16.0,3.0,1.0,1,30.0,154.92,0.0,5.532857142857142,112.32142857142857
0.0,0.0,26.0,1.0,1125.0,36.0,218.0,13.0,2.0,2.0,1,25.0,1033.245,0.0,28.701249999999998,31.25
2.0,0.0,38.0,0.0,2115.0,36.0,283.0,18.0,3.0,1.0,1,30.0,1218.04,0.0,33.83444444444444,58.75
14.0,0.0,15.0,1.0,9178.0,174.0,75.0,40.0,5.0,1.0,1,55.0,252.78,0.0,1.4527586206896552,52.747126436781606
7.0,0.0,11.0,2.0,4695.0,46.0,222.0,12.0,3.0,1.0,1,30.0,1077.64,0.0,23.426956521739132,102.06521739130434
5.0,0.0,35.0,0.0,305.0,6.0,7.0,2.0,4.0,1.0,2,45.0,25.275,1.0,4.2124999999999995,50.833333333333336
9.0,0.0,27.0,0.0,1758.0,39.0,7.0,66.0,4.0,1.0,1,45.0,62.425,0.0,1.6006410256410255,45.07692307692308
0.0,0.0,36.0,0.0,0.0,0.0,25.0,0.0,2.0,1.0,2,25.0,112.5,1.0,4.236490036231884,60.055842970176506
0.0,0.0,40.0,0.0,433.0,11.0,39.0,8.0,3.0,1.0,2,30.0,173.76,0.0,15.796363636363635,39.36363636363637
13.0,0.0,14.0,0.0,9337.0,176.0,74.0,38.0,4.0,1.0,1,45.0,422.825,0.0,2.4024147727272727,53.05113636363637
0.0,0.0,31.0,0.0,2295.0,39.0,157.0,16.0,2.0,1.0,1,25.0,811.53,0.0,20.808461538461536,58.84615384615385
0.0,0.0,30.0,0.0,2395.0,45.0,158.0,17.0,2.0,1.0,1,25.0,820.8,0.0,18.24,53.22222222222222
4.0,0.0,34.0,3.0,6775.0,115.0,262.0,30.0,2.0,2.0,1,25.0,1489.05,0.0,12.948260869565217,58.91304347826087
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,1.0,4.236490036231884,60.055842970176506
13.0,0.0,41.0,1.0,3265.0,67.0,193.0,30.0,2.0,1.0,1,25.0,1018.44,0.0,15.200597014925373,48.73134328358209
5.0,0.0,11.0,1.0,4095.0,36.0,201.0,25.0,3.0,1.0,1,30.0,969.24,0.0,26.923333333333332,113.75
15.0,0.0,39.0,0.0,2948.0,65.0,16.0,17.0,3.0,1.0,2,30.0,184.52,0.0,2.838769230769231,45.353846153846156
6.0,0.0,37.0,0.0,1780.0,49.0,36.0,19.0,3.0,1.0,2,30.0,217.16,0.0,4.431836734693878,36.326530612244895
0.0,0.0,37.0,0.0,2203.0,58.0,27.0,35.0,2.0,1.0,1,25.0,223.245,0.0,3.849051724137931,37.98275862068966
6.0,0.0,40.0,1.0,2453.0,61.0,7.0,35.0,2.0,1.0,1,25.0,144.63,0.0,2.370983606557377,40.21311475409836
7.0,0.0,23.0,0.0,1165.0,29.0,14.0,11.0,2.0,1.0,1,25.0,116.73,0.0,4.025172413793103,40.172413793103445
0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,30.0,0.0,1.0,4.236490036231884,60.055842970176506
0.0,0.0,32.0,0.0,2415.0,44.0,163.0,19.0,2.0,1.0,1,25.0,844.155,0.0,19.185340909090908,54.88636363636363
9.0,0.0,18.0,0.0,8627.0,171.0,74.0,39.0,5.0,1.0,1,55.0,242.97,0.0,1.4208771929824562,50.45029239766082
1.0,0.0,37.0,0.0,5728.0,95.0,32.0,14.0,3.0,1.0,1,30.0,360.92,0.0,3.799157894736842,60.294736842105266
5.0,0.0,39.0,0.0,580.0,10.0,7.0,2.0,2.0,1.0,2,25.0,58.05,0.0,5.805,58.0
11.0,1.0,39.0,0.0,2448.0,52.0,45.0,36.0,3.0,1.0,2,30.0,280.0,1.0,5.384615384615385,47.07692307692308
11.0,0.0,34.0,1.0,7023.0,75.0,107.0,38.0,2.0,1.0,1,25.0,800.91,0.0,10.678799999999999,93.64
0.0,0.0,29.0,0.0,1280.0,36.0,21.0,14.0,3.0,1.0,2,30.0,136.64,0.0,3.795555555555555,35.55555555555556
11.0,0.0,41.0,3.0,6865.0,95.0,198.0,30.0,3.0,1.0,1,30.0,1070.4,0.0,11.267368421052632,72.26315789473684
3.0,0.0,28.0,0.0,940.0,15.0,19.0,2.0,4.0,1.0,2,45.0,71.375,0.0,4.758333333333334,62.666666666666664
28.0,0.0,40.0,4.0,15200.0,228.0,59.0,34.0,3.0,1.0,1,30.0,853.12,0.0,3.7417543859649123,66.66666666666667
4.0,0.0,25.0,0.0,1453.0,33.0,0.0,64.0,4.0,1.0,1,45.0,37.15,0.0,1.1257575757575757,44.03030303030303
9.0,1.0,15.0,3.0,1873.0,27.0,17.0,13.0,3.0,1.0,1,30.0,144.0,1.0,5.333333333333333,69.37037037037037
0.0,0.0,32.0,0.0,2835.0,17.0,409.8875997145183,2.0,3.0,1.0,1,30.0,1986.08,0.0,116.82823529411765,162.0409466248351
9.0,0.0,39.0,3.0,7170.0,105.0,31.0,28.0,5.0,1.0,1,55.0,155.625,0.0,1.4821428571428572,68.28571428571429
9.0,0.0,33.0,0.0,3775.0,76.0,24.0,27.0,2.0,1.0,1,25.0,281.295,0.0,3.7012500000000004,49.671052631578945
7.0,0.0,43.0,0.0,933.0,19.0,24.0,7.0,4.0,1.0,2,45.0,83.8,1.0,4.410526315789474,49.10526315789474
7.0,0.0,40.0,2.0,3155.0,30.0,409.8875997145183,10.0,3.0,1.0,1,30.0,2022.0192142693083,0.0,69.31333333333333,105.16666666666667
0.0,0.0,7.0,0.0,4275.0,35.0,217.0,11.0,3.0,1.0,1,30.0,1040.4,0.0,29.72571428571429,122.14285714285714
3.0,0.0,10.0,2.0,2593.0,35.0,16.0,13.0,3.0,1.0,1,30.0,169.12,0.0,4.832,74.08571428571429
5.0,0.0,38.0,0.0,438.0,8.0,7.0,4.0,3.0,1.0,2,30.0,45.84,1.0,5.73,54.75
1.0,0.0,34.0,0.0,2840.0,22.0,0.0,14.0,3.0,1.0,1,30.0,114.48,0.0,5.203636363636364,129.0909090909091
5.0,0.0,9.0,1.0,1677.0,20.0,9.0,10.0,3.0,1.0,1,30.0,103.88,1.0,5.194,83.85
7.0,0.0,27.0,1.0,3530.0,67.0,15.0,25.0,3.0,1.0,1,30.0,203.88,0.0,3.0429850746268654,52.6865671641791
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
25.0,0.0,34.0,5.506072783915396,10660.0,97.0,7.0,40.0,5.0,1.0,1,55.0,171.855,0.0,1.771701030927835,109.89690721649484
0.0,0.0,37.0,0.0,223.0,2.0,0.0,6.0,4.0,1.0,2,45.0,5.625,1.0,2.8125,111.5
20.0,0.0,36.0,0.0,650.0,47.0,17.0,16.0,3.0,1.0,2,30.0,95.88,1.0,2.04,13.829787234042554
0.0,0.0,58.262350945886496,0.0,4005.0,32.0,198.0,4.0,3.0,1.0,1,30.0,953.48,0.0,29.79625,125.15625
5.0,0.0,32.0,1.0,3065.0,26.0,7.0,12.0,3.0,1.0,1,30.0,151.64,0.0,5.832307692307692,117.88461538461539
1.0,0.0,34.0,0.0,1873.0,45.0,0.0,13.0,3.0,1.0,2,30.0,76.72,0.0,1.704888888888889,41.62222222222222
9.0,0.0,28.0,1.0,1873.0,45.0,37.0,70.0,5.0,1.0,1,55.0,84.27,0.0,1.8726666666666665,41.62222222222222
13.0,0.0,17.0,0.0,8638.0,167.0,59.0,27.0,5.0,1.0,1,55.0,220.575,0.0,1.320808383233533,51.724550898203596
22.0,0.0,29.0,2.0,15960.0,233.0,2.0,75.16185358381713,2.0,1.0,1,25.0,737.685,0.0,3.1660300429184547,68.49785407725322
0.0,0.0,31.0,0.0,405.0,2.0,0.0,5.0,2.0,1.0,2,25.0,18.315,0.0,9.1575,162.0409466248351
5.0,0.0,11.0,2.0,4450.0,43.0,220.0,12.0,3.0,1.0,1,30.0,1059.72,0.0,24.644651162790698,103.48837209302326
1.0,0.0,35.0,0.0,1475.0,43.0,29.0,17.0,3.0,1.0,2,30.0,176.72,0.0,4.109767441860465,34.30232558139535
5.0,0.0,42.0,2.0,598.0,14.0,19.0,8.0,5.0,1.0,1,55.0,37.68,0.0,2.6914285714285713,42.714285714285715
0.0,0.0,39.0,0.0,2268.0,60.0,6.0,36.0,1.0,1.0,1,15.0,161.04,0.0,2.6839999999999997,37.8
1.0,0.0,34.0,0.0,2475.0,47.0,168.0,21.0,2.0,1.0,1,25.0,869.49,0.0,18.499787234042554,52.659574468085104
0.0,0.0,36.0,0.0,5423.0,88.0,0.0,7.0,2.0,1.0,1,25.0,247.995,0.0,2.818125,61.625
0.0,0.0,20.0,0.0,0.0,0.0,6.0,0.0,4.0,1.0,2,45.0,15.0,0.0,4.236490036231884,60.055842970176506
10.0,0.0,37.0,1.0,6908.0,76.0,117.0,40.0,2.0,1.0,1,25.0,840.78,0.0,11.062894736842106,90.89473684210526
8.0,0.0,20.0,3.0,2808.0,49.0,39.0,23.0,3.0,1.0,1,30.0,270.28,0.0,5.515918367346938,57.30612244897959
0.0,0.0,36.0,0.0,2600.0,20.0,409.8875997145183,3.0,3.0,1.0,1,30.0,1972.8,0.0,98.64,130.0
0.0,0.0,24.0,0.0,0.0,0.0,5.0,0.0,4.0,1.0,2,45.0,12.5,0.0,4.236490036231884,60.055842970176506
0.0,0.0,29.0,0.0,1405.0,34.0,23.0,14.0,3.0,1.0,2,30.0,149.56,0.0,4.398823529411764,41.3235294117647
0.0,0.0,24.0,0.0,1263.0,33.0,23.0,66.0,4.0,1.0,1,45.0,89.9,0.0,2.7242424242424246,38.27272727272727
5.0,0.0,41.0,0.0,305.0,6.0,7.0,2.0,3.0,1.0,2,30.0,40.44,0.0,6.739999999999999,50.833333333333336
23.0,0.0,33.0,2.0,15140.0,219.0,46.0,31.0,3.0,1.0,1,30.0,798.36,0.0,3.6454794520547944,69.1324200913242
5.0,0.0,40.0,0.0,420.0,12.0,39.0,6.0,3.0,1.0,2,30.0,173.28,1.0,14.44,35.0
0.0,0.0,31.0,0.0,338.0,5.0,0.0,1.0,4.0,1.0,1,45.0,8.575,0.0,1.7149999999999999,67.6
10.0,0.0,42.0,2.0,1075.0,23.0,25.0,12.0,3.0,1.0,1,30.0,143.92,0.0,6.257391304347825,46.73913043478261
2.0,0.0,29.0,0.0,3180.0,65.0,16.0,27.0,3.0,1.0,1,30.0,193.8,0.0,2.9815384615384617,48.92307692307692
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
7.0,0.0,12.0,3.0,4810.0,52.0,254.0,16.0,3.0,1.0,1,30.0,1210.48,0.0,23.27846153846154,92.5
0.0,0.0,21.0,0.0,1390.0,26.0,29.0,13.0,2.0,1.0,1,25.0,194.22,0.0,7.47,53.46153846153846
7.0,0.0,28.0,0.0,1320.0,17.0,37.0,8.0,4.0,1.0,2,45.0,125.925,0.0,7.4073529411764705,77.6470588235294
14.0,0.0,35.0,1.0,14125.0,208.0,22.0,30.0,2.0,1.0,1,25.0,743.985,0.0,3.5768509615384616,67.90865384615384
3.0,0.0,36.0,0.0,7393.0,121.0,352.0,39.0,2.0,1.0,1,25.0,1922.13,0.0,15.885371900826447,61.099173553719005
5.0,0.0,41.0,0.0,623.0,11.0,14.0,6.0,3.0,1.0,2,30.0,81.36,0.0,7.3963636363636365,56.63636363636363
0.0,1.0,34.0,0.0,1363.0,28.0,6.0,14.0,3.0,1.0,2,30.0,79.64,1.0,2.8442857142857143,48.67857142857143
0.0,0.0,36.0,0.0,12868.0,153.0,0.0,27.0,3.0,1.0,1,30.0,520.84,0.0,3.404183006535948,84.10457516339869
5.0,0.0,39.0,0.0,4245.0,73.0,9.0,20.0,2.0,1.0,1,25.0,234.81,0.0,3.2165753424657533,58.15068493150685
6.0,0.0,35.0,2.0,6900.0,102.0,12.0,21.0,5.0,1.0,1,55.0,123.03,0.0,1.2061764705882354,67.6470588235294
5.0,0.0,33.0,0.0,13773.0,163.0,0.0,43.0,3.0,1.0,1,30.0,557.44,0.0,3.4198773006134973,84.49693251533742
8.0,0.0,39.0,1.0,7813.0,133.0,391.0,45.0,3.0,1.0,1,30.0,1881.84,0.0,14.149172932330826,58.744360902255636
8.0,0.0,35.0,1.0,8810.0,115.0,137.0,41.0,3.0,1.0,1,30.0,905.0,0.0,7.869565217391305,76.6086956521739
5.0,0.0,34.0,1.0,3075.0,57.0,189.0,36.0,2.0,1.0,1,25.0,991.44,0.0,17.393684210526317,53.94736842105263
9.0,0.0,37.0,0.0,2123.0,48.0,0.0,13.0,3.0,1.0,2,30.0,86.84,0.0,1.8091666666666668,44.229166666666664
8.0,0.0,43.0,1.0,5918.0,101.0,15.0,13.0,3.0,1.0,1,30.0,300.76,0.0,2.977821782178218,58.59405940594059
5.0,0.0,10.0,0.0,8448.0,157.0,55.0,33.0,4.0,1.0,1,45.0,352.625,0.0,2.246019108280255,53.80891719745223
16.0,0.0,35.0,2.0,5943.0,96.0,22.0,21.0,2.0,1.0,1,25.0,370.755,1.0,3.86203125,61.90625
5.0,0.0,24.0,0.0,1035.0,32.0,44.0,15.0,2.0,1.0,1,25.0,246.015,0.0,7.68796875,32.34375
5.0,0.0,58.262350945886496,1.0,4435.0,36.0,207.0,6.0,3.0,1.0,1,30.0,1006.84,0.0,27.96777777777778,123.19444444444444
5.0,0.0,36.0,0.0,1668.0,34.0,13.0,16.0,3.0,1.0,2,30.0,120.08,1.0,3.531764705882353,49.05882352941177
9.0,0.0,41.0,0.0,15440.0,186.0,158.0,34.0,2.0,1.0,1,25.0,1414.17,0.0,7.603064516129033,83.01075268817205
8.0,0.0,40.0,3.0,6920.0,98.0,225.0,32.0,4.0,1.0,1,45.0,737.95,0.0,7.530102040816327,70.61224489795919
0.0,0.0,31.0,0.0,1825.0,5.0,0.0,12.0,3.0,1.0,1,30.0,73.2,0.0,14.64,162.0409466248351
6.0,0.0,37.0,2.0,3260.0,34.0,39.0,20.0,4.0,1.0,1,45.0,179.85,0.0,5.289705882352941,95.88235294117646
16.0,0.0,40.0,3.0,14678.0,185.0,28.0,61.0,3.0,1.0,1,30.0,706.52,0.0,3.819027027027027,79.34054054054054
5.0,0.0,40.0,1.0,2800.0,23.0,409.8875997145183,9.0,3.0,1.0,1,30.0,1988.92,0.0,86.47478260869566,121.73913043478261
13.0,0.0,37.0,2.0,9115.0,121.0,144.0,43.0,3.0,1.0,1,30.0,945.44,0.0,7.813553719008265,75.3305785123967
12.0,0.0,33.0,1.0,9035.0,119.0,134.0,39.0,3.0,1.0,1,30.0,902.16,0.0,7.581176470588235,75.92436974789916
8.0,0.0,39.0,2.0,7045.0,107.0,29.0,28.0,5.0,1.0,1,55.0,150.78,0.0,1.409158878504673,65.8411214953271
1.0,0.0,35.0,0.0,2590.0,53.0,200.0,25.0,2.0,1.0,1,25.0,1018.935,0.0,19.22518867924528,48.867924528301884
16.0,1.0,40.0,0.0,3475.0,55.0,27.0,23.0,3.0,1.0,2,30.0,249.2,1.0,4.53090909090909,63.18181818181818
8.0,0.0,41.0,1.0,6673.0,79.0,116.0,41.0,2.0,1.0,1,25.0,825.84,0.0,10.45367088607595,84.46835443037975
0.0,0.0,11.0,1.0,4165.0,36.0,218.0,12.0,3.0,1.0,1,30.0,1040.04,0.0,28.89,115.69444444444444
22.0,0.0,36.0,2.0,15080.0,222.0,49.0,30.0,3.0,1.0,1,30.0,808.08,0.0,3.64,67.92792792792793
14.0,0.0,41.0,3.0,9195.0,123.0,154.0,47.0,3.0,1.0,1,30.0,988.72,0.0,8.038373983739838,74.7560975609756
11.0,0.0,13.0,3.0,3157.0,45.0,30.0,20.0,3.0,1.0,1,30.0,248.08,0.0,5.512888888888889,70.15555555555555
1.0,0.0,36.0,0.0,5613.0,89.0,0.0,10.0,2.0,1.0,1,25.0,256.59,0.0,2.8830337078651684,63.06741573033708
19.0,0.0,45.0,2.0,16050.0,198.0,172.0,38.0,2.0,1.0,1,25.0,1505.16,0.0,7.6018181818181825,81.06060606060606
7.0,0.0,38.0,0.0,3175.0,72.0,11.0,13.0,3.0,1.0,1,30.0,173.88,0.0,2.415,44.09722222222222
13.0,1.0,35.0,0.0,3590.0,51.0,30.0,31.0,3.0,1.0,2,30.0,265.64,1.0,5.208627450980392,70.3921568627451
12.0,0.0,30.0,2.0,1933.0,48.0,42.0,72.0,5.0,1.0,1,55.0,92.715,0.0,1.9315625,40.270833333333336
9.0,0.0,34.0,0.0,2283.0,50.0,7.0,13.0,3.0,1.0,2,30.0,121.32,0.0,2.4263999999999997,45.66
3.0,0.0,37.0,0.0,10865.0,144.0,0.0,32.0,3.0,1.0,1,30.0,440.36,0.0,3.0580555555555557,75.45138888888889
0.0,0.0,35.0,0.0,4903.0,78.0,0.0,10.0,2.0,1.0,1,25.0,224.145,0.0,2.873653846153846,62.85897435897436
5.0,0.0,40.0,0.0,305.0,6.0,7.0,2.0,2.0,1.0,2,25.0,45.495,0.0,7.5825,50.833333333333336
20.0,0.0,31.0,0.0,840.0,42.0,18.0,18.0,2.0,1.0,2,25.0,120.69,1.0,2.8735714285714287,20.0
13.0,0.0,18.0,0.0,6268.0,143.0,89.0,45.0,1.0,2.0,1,15.0,842.105,0.0,5.888846153846154,43.83216783216783
14.0,1.0,17.0,1.0,6148.0,138.0,83.0,42.0,1.0,2.0,1,15.0,802.23,0.0,5.813260869565218,44.55072463768116
1.0,0.0,28.0,2.0,6705.0,106.0,256.0,27.0,2.0,2.0,1,25.0,1458.495,0.0,13.75938679245283,63.25471698113208
0.0,0.0,33.0,0.0,2610.0,13.0,409.8875997145183,1.0,3.0,1.0,1,30.0,1964.92,0.0,151.14769230769232,162.0409466248351
5.0,0.0,38.0,0.0,955.0,17.0,15.0,8.0,3.0,1.0,2,30.0,98.88,0.0,5.816470588235294,56.1764705882353
0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2,25.0,0.0,0.0,4.236490036231884,60.055842970176506
0.0,0.0,22.0,0.0,0.0,0.0,11.0,0.0,4.0,1.0,2,45.0,27.5,0.0,4.236490036231884,60.055842970176506
0.0,0.0,33.0,0.0,1253.0,27.0,2.0,29.0,3.0,1.0,2,30.0,59.2,1.0,2.1925925925925926,46.407407407407405
7.0,0.0,11.0,2.0,4695.0,46.0,222.0,12.0,3.0,1.0,1,30.0,1077.64,0.0,23.426956521739132,102.06521739130434
0.0,0.0,58.262350945886496,0.0,3825.0,24.0,193.0,2.0,2.0,1.0,1,25.0,1041.705,0.0,43.404374999999995,159.375
11.0,0.0,14.0,0.0,5973.0,129.0,46.0,36.0,1.0,2.0,1,15.0,588.61,0.0,4.562868217054263,46.30232558139535
4.0,0.0,36.0,0.0,15295.0,182.0,175.0,32.0,2.0,1.0,1,25.0,1483.965,0.0,8.153653846153846,84.03846153846153
10.0,0.0,37.0,0.0,4083.0,60.0,0.0,31.0,1.0,1.0,1,15.0,227.865,0.0,3.79775,68.05
0.0,0.0,33.0,0.0,6353.0,66.0,96.0,33.0,2.0,1.0,1,25.0,720.855,0.0,10.922045454545454,96.25757575757575
4.0,0.0,32.0,0.0,3813.0,58.0,0.0,29.0,1.0,1.0,1,15.0,212.905,0.0,3.6707758620689654,65.74137931034483
29.419593208926564,0.0,44.0,5.506072783915396,11000.0,109.0,23.0,50.0,5.0,1.0,1,55.0,201.135,0.0,1.845275229357798,100.91743119266054
0.0,0.0,37.0,0.0,875.0,14.0,0.0,11.0,2.0,1.0,2,25.0,40.005,0.0,2.8575000000000004,62.5
27.0,1.0,33.0,0.0,1555.0,57.0,37.0,32.0,3.0,1.0,2,30.0,212.48,1.0,3.727719298245614,27.280701754385966
0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1,25.0,0.0,1.0,4.236490036231884,60.055842970176506
11.0,0.0,40.0,0.0,1615.0,30.0,41.0,25.0,3.0,1.0,2,30.0,229.8,0.0,7.66,53.833333333333336
0.0,0.0,34.0,0.0,3413.0,76.0,0.0,26.0,2.0,1.0,1,25.0,157.005,0.0,2.0658552631578946,44.9078947368421
5.0,1.0,32.0,0.0,5453.0,89.0,14.0,20.0,2.0,1.0,1,25.0,312.39,1.0,3.51,61.26966292134831
2.0,1.0,33.0,0.0,2495.0,34.0,0.0,11.0,2.0,1.0,2,25.0,113.805,1.0,3.3472058823529416,73.38235294117646
0.0,0.0,35.0,0.0,513.0,1.0,0.0,3.0,4.0,1.0,2,45.0,12.85,1.0,12.85,162.0409466248351
3.0,0.0,28.0,1.0,910.0,31.0,175.0,13.0,2.0,2.0,1,25.0,829.845,0.0,26.769193548387097,29.35483870967742
7.0,0.0,27.0,1.0,3530.0,67.0,15.0,25.0,3.0,1.0,1,30.0,203.88,0.0,3.0429850746268654,52.6865671641791
4.0,0.0,38.0,1.0,1783.0,30.0,0.0,5.0,4.0,1.0,1,45.0,45.325,0.0,1.5108333333333335,59.43333333333333
5.0,0.0,24.0,0.0,305.0,6.0,18.0,2.0,4.0,1.0,2,45.0,52.775,0.0,8.795833333333333,50.833333333333336
3.0,0.0,23.0,0.0,335.0,16.0,0.0,3.0,2.0,1.0,2,25.0,15.795,0.0,0.9871875,20.9375
14.0,0.0,44.0,3.0,11770.0,166.0,26.0,50.0,4.0,1.0,1,45.0,363.4,0.0,2.189156626506024,70.90361445783132
0.0,0.0,16.0,0.0,1580.0,21.0,30.0,15.0,2.0,1.0,1,25.0,207.045,0.0,9.859285714285713,75.23809523809524
5.0,0.0,35.0,0.0,3778.0,54.0,0.0,29.0,1.0,1.0,1,15.0,210.76,0.0,3.9029629629629627,69.96296296296296
3.0,0.0,13.0,0.0,8028.0,155.0,45.0,23.0,4.0,1.0,1,45.0,317.075,0.0,2.0456451612903224,51.79354838709678
6.0,0.0,38.0,0.0,710.0,11.0,8.0,2.0,2.0,1.0,2,25.0,68.445,1.0,6.222272727272727,64.54545454545455
2.0,0.0,42.0,0.0,665.0,18.0,21.0,12.0,3.0,1.0,2,30.0,111.32,0.0,6.184444444444444,36.94444444444444
14.0,0.0,34.0,2.0,2133.0,55.0,52.0,75.16185358381713,5.0,1.0,1,55.0,110.82,0.0,2.0149090909090908,38.78181818181818
1.0,0.0,33.0,1.0,6540.0,94.0,12.0,22.0,4.0,1.0,1,45.0,195.85,0.0,2.0835106382978723,69.57446808510639
12.0,0.0,34.0,0.0,15790.0,182.0,149.0,31.0,2.0,1.0,1,25.0,1389.24,0.0,7.633186813186813,86.75824175824175
2.0,0.0,34.0,0.0,2313.0,56.0,0.0,29.0,1.0,1.0,1,15.0,130.295,0.0,2.326696428571428,41.30357142857143
8.0,0.0,35.0,2.0,7090.0,103.0,21.0,24.0,5.0,1.0,1,55.0,139.395,0.0,1.353349514563107,68.83495145631068
11.0,1.0,36.0,0.0,2458.0,45.0,43.0,34.0,3.0,1.0,2,30.0,272.12,1.0,6.0471111111111115,54.62222222222222
0.0,0.0,22.0,0.0,1203.0,30.0,18.0,64.0,4.0,1.0,1,45.0,75.825,0.0,2.5275000000000003,40.1
0.0,0.0,28.0,0.0,2920.0,61.0,9.0,22.0,3.0,1.0,1,30.0,155.24,0.0,2.544918032786885,47.868852459016395
0.0,0.0,26.0,0.0,6480.0,85.0,0.0,19.0,4.0,1.0,1,45.0,164.125,0.0,1.9308823529411765,76.23529411764706
0.0,0.0,32.0,1.0,6595.0,97.0,39.0,24.0,5.0,1.0,1,55.0,158.88,0.0,1.6379381443298968,67.98969072164948
4.0,0.0,37.0,0.0,600.0,10.0,21.0,15.0,2.0,1.0,2,25.0,121.95,1.0,12.195,60.0
1.0,0.0,36.0,0.0,1005.0,18.0,27.0,21.0,2.0,1.0,2,25.0,167.535,0.0,9.3075,55.833333333333336
0.0,0.0,34.0,0.0,568.0,4.0,4.0,2.0,4.0,1.0,2,45.0,24.3,1.0,6.075,142.0
1.0,0.0,35.0,0.0,1420.0,41.0,36.0,20.0,3.0,1.0,1,30.0,202.44,0.0,4.937560975609756,34.63414634146341
25.0,0.0,42.0,3.0,15095.0,229.0,62.0,36.0,3.0,1.0,1,30.0,860.96,0.0,3.7596506550218343,65.91703056768559
10.0,0.0,41.0,0.0,2408.0,64.0,367.0,28.0,3.0,1.0,1,30.0,1566.88,0.0,24.4825,37.625
0.0,0.0,36.0,0.0,3610.0,67.0,0.0,8.0,3.0,1.0,1,30.0,147.08,0.0,2.1952238805970152,53.88059701492537
9.0,1.0,36.0,4.0,7025.0,119.0,276.0,35.0,3.0,2.0,1,30.0,1389.76,0.0,11.678655462184874,59.03361344537815
16.0,0.0,29.0,0.0,1005.0,31.0,17.0,9.0,3.0,1.0,2,30.0,109.44,0.0,3.5303225806451612,32.41935483870968
8.0,1.0,34.0,0.0,2563.0,48.0,48.0,44.0,3.0,1.0,2,30.0,296.44,1.0,6.175833333333333,53.395833333333336
6.0,0.0,36.0,1.0,7633.0,125.0,380.0,40.0,3.0,1.0,1,30.0,1830.32,0.0,14.64256,61.064
29.419593208926564,0.0,40.0,4.0,15445.0,231.0,61.0,34.0,3.0,2.0,1,30.0,871.04,0.0,3.7707359307359307,66.86147186147186
4.0,0.0,19.0,0.0,840.0,24.0,2.0,7.0,2.0,1.0,1,25.0,47.88,0.0,1.995,35.0
13.0,0.0,38.0,1.0,3965.0,83.0,41.0,31.0,3.0,1.0,1,30.0,325.92,0.0,3.9267469879518075,47.7710843373494
3.0,0.0,41.0,1.0,1668.0,31.0,8.0,7.0,4.0,1.0,1,45.0,62.475,0.0,2.015322580645161,53.806451612903224
18.0,0.0,38.0,2.0,6123.0,104.0,33.0,26.0,2.0,1.0,1,25.0,428.715,0.0,4.122259615384615,58.875
12.0,0.0,37.0,1.0,3050.0,44.0,14.0,18.0,3.0,1.0,1,30.0,179.76,1.0,4.085454545454545,69.31818181818181
3.0,0.0,33.0,1.0,643.0,4.0,3.0,3.0,5.0,1.0,1,55.0,14.205,0.0,3.55125,160.75
16.0,0.0,39.0,1.0,15980.0,189.0,166.0,35.0,2.0,1.0,1,25.0,1474.605,0.0,7.802142857142857,84.55026455026454
13.0,0.0,28.0,2.0,4240.0,78.0,23.0,25.0,3.0,1.0,1,30.0,264.72,0.0,3.3938461538461544,54.35897435897436
5.0,0.0,24.0,1.0,3350.0,59.0,7.0,20.0,3.0,1.0,1,30.0,164.36,0.0,2.785762711864407,56.779661016949156
